****************************************************************************************************************************
Sayın Araştırmacı;

Bu Türkçe Duygu Sözlüğü, doktora tezi çalışması kapsamında geliştirilmiş olup,
kullanılması ve dağıtılması tamamen serbesttir. Amacımız dilimizde yapılacak
çalışmalara kaynak oluşturabilmektedir. 

Akademik amaçlı kullanımınızda, aşağıdaki yayınlara çalışmalarınızda referans vermenizi rica ederiz.

İyi çalışmalar....


REFERANS VERİLECEK YAYINLAR:
---------------------------
1) F. Sağlam, B. Genç, H. Sever, "Extending a Sentiment Lexicon with Synonym-Antonym Datasets: SWNetTR++", 
   Turkish Journal of Electrical Engineering and Computer Sciences, 27 (2019) 1806-1820. 
   
2) F. Sağlam, B. Genç, H. Sever, "Developing Turkish Sentiment Lexicon for Sentiment Analysis Using Online News Media", 
   IEEE/ACS 13th International Conference of Computer Systems and Applications (AICCSA), 
   Nov 29 – Dec 02 2016, Agadir, Morocco, 2016.   


SÖZLÜĞÜN TÜM GELİŞTİRİLME YÖNTEM VE SÜREÇLERİ HAKKINDA BÜTÜN BİLGİLER İÇİN:
--------------------------------------------------------------------------
   YÖK Tez Merkezi, 10253867 referans numaralı, 
   "Otomatik Duygu Sözlüğü Geliştirilmesi ve Haberlerin Duygu Analizi" konulu doktora tezi.


TÜRKÇE KARAKTERLERDEN DOLAYI ENCODING PROBLEMI YAŞAYANLAR İÇİN PYTHON KOD SATIRI:
--------------------------------------------------------------------------------
   import pandas as pd
   SWNetTR = pd.read_csv(r"...\YOUR_PATH\SWNetTR++.csv", sep=';', decimal=",", encoding="utf-8-sig")


Fatih SAĞLAM
fsaglam2002@yahoo.com

****************************************************************************************************************************



WORD;TONE;POLARITY
saka kuşu;0,117467439;1
sakağı;-0,5;-1
sakak;0,339147439;1
sakal;0,127901917;1
sakalı bitmedik;-0,11409288;-1
sakallan;0,442957439;1
sakallı;-0,068718536;-1
sakalsız;-0,124970081;-1
sakalsız iris;-0,25;-1
sakar;-0,242850488;-1
sakarca;0,536517439;1
sakarin;-0,125;-1
sakarlık;-0,32955;-1
sakat;-0,212826269;-1
sakatat;-0,6693175;-1
sakatla;-0,20611;-1
sakatlama;-0,125;-1
sakatlamak;-0,223666807;-1
sakatlanma;-0,541581982;-1
sakatlanmak;-0,026986988;-1
sakatlayıcı;-0,5;-1
sakatlığını;0,286517439;1
sakatlık;-0,359883486;-1
sakatlık çek;-0,5;-1
sakatlık ödeme;-0,5;-1
sakatlıklar;-0,25;-1
sakın;-0,042273828;-1
sakınca;-0,135681156;-1
sakıncalı;-0,307726006;-1
sakıncasız;0,126460304;1
sakıngan;0,114212165;1
sakınganlık;-0,110128975;-1
sakınış;-0,014224515;-1
sakınma;0,061108826;1
sakınmak;-0,016101083;-1
sakınmaktır;0,161517439;1
sakınmazlık;-0,013916412;-1
sakıntılı;0,264926929;1
sakıntısız;-0,069889268;-1
sakırga;0,056517439;1
sakıt;0,144017439;1
sakız;-0,10051;-1
sakız lak;-0,75;-1
sakız mür;0,161517439;1
sakız rakısı;0,426437439;1
sakızlı;-0,08333;-1
sakızlı şeker;-0,125;-1
saki;0,143942241;1
sakil;-0,225240711;-1
sakin;0,145097186;1
sakin ol;-0,09659;-1
sakin olmak;0,111596929;1
sakin sakin;0,110078269;1
sakince;0,203187439;1
sakinle;-0,27102;-1
sakinleş;-0,03285;-1
sakinleşin;-0,03409;-1
sakinleşme;0,197334644;1
sakinleşmek;-0,045368084;-1
sakinleştirdi;0,161517439;1
sakinleştirici;-0,002974772;-1
sakinleştirme;-0,25;-1
sakinleştirmek;0,086764059;1
sakinlik;0,073098485;1
sakit;-0,87649;-1
sakkaddan;-0,08333;-1
sakla;-0,1226;-1
saklama;-0,025291678;-1
saklamadan;-0,063419711;-1
saklamak;-0,009741748;-1
saklamakla;-0,375;-1
saklamaksızın;0,411517439;1
saklamayıp söyleme;0,150206742;1
saklan;-0,25805;-1
saklanan;-0,03158795;-1
saklanılması;0,148367439;1
saklanma;-0,002514802;-1
saklanma yeri;0,286517439;1
saklanmak;-0,093498803;-1
saklanmayan;-0,25;-1
saklanmış;-0,256398002;-1
saklantı;-0,036988965;-1
saklayarak;0,272343124;1
saklayıvermek;0,222225559;1
saklı;-0,098129301;-1
saklı duran;-0,017758309;-1
saklı tutma;-0,310336982;-1
saklı tutmak;-0,063231812;-1
saklıdır;0,119847439;1
saklık;-0,21107;-1
saksafon;0,611267439;1
saksağan;-0,06818;-1
saksı;-0,101197003;-1
saksofon;0,611267439;1
saksonya;-0,31232;-1
sal;0,123182629;1
sal yarışı;0,179877439;1
sala;0,069367439;1
salacak;0,080499739;1
salafi;0,161517439;1
salah;0,198407439;1
salahiyet;-0,000226726;-1
salahiyetli;-0,06139568;-1
salâhiyetsiz;-0,509088893;-1
salak;-0,071934539;-1
salak da;-0,125;-1
salam;0,329898941;1
salamandra;0,332087439;1
salamura;0,325074939;1
salaş;0,048468367;1
salat;0,513597439;1
salata;0,241709164;1
salata gün;0,161517439;1
salata krem;-0,125;-1
salata yeşil;0,661517439;1
salatalara;-0,106667416;-1
salatalık;0,082246651;1
salavat;0,387557439;1
salâvat;0,387557439;1
salâvat getirmek;0,253693002;1
salça;0,133717439;1
saldır;-0,4809;-1
saldıran;0,285238717;1
saldırgan;-0,117067791;-1
saldırgandırlar;0,286517439;1
saldırganlık;-0,07957;-1
saldırı;-0,115662921;-1
saldırı ve pil;-0,25;-1
saldırıcı;-0,192548998;-1
saldırılabilir;-0,625;-1
saldırılamaz;-0,05114;-1
saldırış;0,041522419;1
saldırma;0,11621335;1
saldırmak;-0,054687907;-1
saldırmazlık;-0,181565957;-1
salep;0,081297439;1
salgı;-0,370576057;-1
salgıla;-0,17188;-1
salgılar;-0,05510872;-1
salgın;-0,044536551;-1
salgın kolera;-0,125;-1
salgın menenjit;-0,5;-1
salgın miyalji;0,286517439;1
salhane;0,114925608;1
salı;0,056097439;1
salık;-0,092346194;-1
salık vermek;-0,059677428;-1
salın;0,077297439;1
salınacak;-0,125;-1
salıncak;-0,051309251;-1
salıncak seçmen;-0,5;-1
salınım;-0,11621;-1
salınmak;0,147138476;1
salıntı;0,078227439;1
salış;0,094273204;1
salıver;-0,42755;-1
salıverme;-0,096345609;-1
salıvermek;-0,015782133;-1
salıvermemek;0,222225559;1
salih;0,501583852;1
salim;0,156427725;1
salimen;-0,49083;-1
salip;0,175553349;1
salise;0,061178959;1
salisilik;-0,38278;-1
salivasyon;-0,125;-1
salkı;-0,123776796;-1
salkım;0,205620153;1
salkım ağacı;-0,625;-1
salkım saçak;0,161517439;1
salkım sakulta;-0,125;-1
salkımak;0,156519931;1
salla;-0,14277;-1
sallabaş;-0,26012;-1
sallama;0,128260769;1
sallamak;-0,009411136;-1
sallanabilir;0,661517439;1
sallanan;-0,1875;-1
sallandırmak;0,161517439;1
sallanma;-0,089111125;-1
sallanmak;-0,160389014;-1
sallantı;0,048197439;1
sallapati;-0,15295883;-1
sallapatilik;-0,216011107;-1
sallar;-0,25;-1
sallayarak;0,078187439;1
sallı;-0,029035603;-1
sally;0,104697439;1
sally dışarı;-0,08333;-1
sally ileri;-0,125;-1
salma;-0,189899986;-1
salma bırakın;0,161517439;1
salma kemer;0,161517439;1
salma omurga;0,161517439;1
salmak;-0,034685178;-1
salmalık;-0,144808233;-1
salname;0,160245803;1
salon;0,078187439;1
salon başkanı;-0,25;-1
salon oyunu;0,161517439;1
saloz;-0,167547282;-1
salpa;-0,055203776;-1
salpenjitis;-0,125;-1
salt;-0,036193867;-1
salta;-0,171070096;-1
saltanat;-0,016962019;-1
saltanatlı;0,159313062;1
saltanatsız;-0,032571798;-1
saltçılık;-0,24;-1
saltık;0,133883938;1
saltıkçılık;0,095047439;1
saluki;0,161517439;1
salvo;0,087744735;1
salya;-0,298873038;-1
salyalı;-0,289099853;-1
salyangoz;-0,4729;-1
salyangozu;0,138787439;1
sam;0,046845483;1
sam yeli;0,039481378;1
saman;-0,375;-1
saman adam;-0,03409;-1
saman anket;-0,125;-1
saman nezlesi;-0,25;-1
saman oy;-0,125;-1
saman rulo;0,286517439;1
saman yapmak;0,286517439;1
samani;0,311408189;1
samankapan;0,501507439;1
samanlık;0,086380637;1
samba;0,056517439;1
samimi;0,207154137;1
samimî;0,660472858;1
samimi olmak;0,286517439;1
samimi övgü;0,170987439;1
samimileşmek;-0,052252247;-1
samimilik;0,218058481;1
samimîlik;0,218058481;1
samimiyet;0,241010624;1
samimiyetin;0,411517439;1
samimiyetle;0,231563713;1
samimiyetsiz;-0,229756377;-1
samimiyetsizlik;-0,256855275;-1
sams;-0,25;-1
samsun;-0,05565;-1
samuel uşak;0,078187439;1
samur;0,075597439;1
samuray;0,492287439;1
samyeli;-0,032996349;-1
san;0,066213254;1
sanal;0,286517439;1
sanat;0,133683943;1
sanat doktor;-0,10417;-1
sanat kağıt;0,536517439;1
sanat nesnesi;0,161517439;1
sanat ustası;-0,125;-1
sanatça;0,140607952;1
sanatkar;0,152570843;1
sanatları;0,161517439;1
sanatlı;-0,015251728;-1
sanatlıca;0,140607952;1
sanatoryum;0,054664559;1
sanatsal;0,228559728;1
sanatsal üretim;0,286517439;1
sanatsever;0,616067439;1
sanatsız;-0,131979785;-1
sanatta;0,479557439;1
sanayi;-0,057591568;-1
sanayi devrimi;0,161517439;1
sanayici;0,053718714;1
sanayii;-0,375;-1
sanayileşmemiş;-0,235848318;-1
sanayileşmiş;0,304204598;1
sancağı;0,292107439;1
sancak;-0,194746433;-1
sancaktar;-0,065801786;-1
sancı;-0,311344866;-1
sancılan;0,351837439;1
sancılandırmak;-0,51894;-1
sancıma;-0,203343387;-1
sancımak;-0,237890458;-1
sancısı;-0,625;-1
sancısız;0,325001808;1
sanctimony;0,536517439;1
sandal;0,092280545;1
sandal ağacı;0,161517439;1
sandalet;0,154846326;1
sandaletli;-0,125;-1
sandalye;0,05008843;1
sandık;0,073334801;1
sandıkla;0,086697439;1
sanduka;0,251817439;1
sandviç;0,083089256;1
sandviççi;-0,162689381;-1
sanem;0,228615771;1
sanı;-0,183067816;-1
sanık;-0,607463416;-1
sanılan şey;0,298617367;1
sanılır ki;-0,003010126;-1
sanırım;-0,014099482;-1
sanırsam;0,048592866;1
sanitasyon;0,661517439;1
sanitised;0,411517439;1
sanitization;0,661517439;1
saniye;-0,047090813;-1
saniyöz;-0,25;-1
sanki;0,046035781;1
sanlı;-0,100781597;-1
sanma;-0,111561882;-1
sanmak;0,271104434;1
sanrı;-0,099353143;-1
sanrıla;0,081607439;1
sanrısal;-0,5;-1
sansar;0,376977439;1
sansasyon;0,155957439;1
sansasyonel;0,246747439;1
sansüalizm;0,331517439;1
sansür;-0,25358;-1
sansürle;-0,12615;-1
sansürsüz;-0,5;-1
santalum albüm;0,161517439;1
santi;0,175207439;1
santigrat;0,167667439;1
santim;-0,297176892;-1
santimantalizm;0,161517439;1
santimetre;-0,403335855;-1
santra;0,157977439;1
santral;0,103067439;1
santralci;0,103067439;1
santralı;0,206967439;1
santralı çalışır;0,172327846;1
santrfor;0,212187439;1
santrfüj;-0,180794428;-1
santrhaf;0,409327439;1
santrifüj;-0,077457889;-1
santrifüjör;-0,068825572;-1
sap;-0,063190337;-1
sap takıcı;-0,003345073;-1
sapa;-0,142916198;-1
sapak;-0,245945434;-1
sapaklık;0,143404466;1
sapaktan;-0,25;-1
sapan;-0,39541;-1
sapankemik;-0,125;-1
saparma;-0,08333;-1
sapasağlam;-0,064234923;-1
sapık;-0,100010377;-1
sapıkça;0,286517439;1
sapıklık;0,153149443;1
sapına kadar;-0,125;-1
sapır;-0,112;-1
sapıt;-0,52242;-1
sapıtma;-0,230649296;-1
sapıtmak;-0,292157414;-1
sapıtmış;-0,5;-1
sapindus;-0,125;-1
sapkın;-0,0201122;-1
sapkınlaşma;0,161517439;1
sapkınlık;0,152616939;1
sapla;-0,42237;-1
saplama;-0,07944;-1
saplamak;0,111190807;1
saplanmak;-0,000885265;-1
saplanmış;-0,125;-1
saplantı;0,047174905;1
saplantılar;0,286517439;1
saplantılı;0,048142326;1
saplı;-0,125;-1
sapma;0,111833714;1
sapmadan;0,286517439;1
sapmak;-0,012933816;-1
sapmaları;0,104697439;1
sapmaz;-0,16667;-1
sapsade;-0,02419097;-1
sapsarı;0,123977439;1
sapsız;-0,06944;-1
sapsız balta;-0,25;-1
sapta;-0,29605;-1
saptama;-0,2275;-1
saptamak;0,072484801;1
saptanabilir;0,536517439;1
saptanamayan;0,453187439;1
saptanca;0,155567439;1
saptırıcı;0,095182538;1
saptırıcısı;-0,25;-1
saptırılabilir;0,536517439;1
saptırılmış;-0,125;-1
saptırımcı;-0,30509;-1
saptırma;-0,107817336;-1
saptırmak;-0,267148047;-1
saptirici;-0,501466452;-1
sar;-0,11357;-1
sara;-0,122800209;-1
sara hastalığı;-0,373572328;-1
sara teasdale;0,411517439;1
sarabini;-0,625;-1
saracens;0,070607439;1
saraç;0,208287439;1
saraçhane;-0,42748;-1
sarafem;-0,25;-1
sarak;-0,71528;-1
saran;-0,154368;-1
sarar;0,075267439;1
sararmış;-0,20470658;-1
sarartı;0,440737439;1
sarartma;-0,042467561;-1
saray;-0,082462054;-1
saray çiçeği;0,524517439;1
sarayla;0,286517439;1
sarayla aşk;0,286517439;1
sarcophaga;-0,125;-1
sarcophilus;-0,25;-1
sardalya;-0,3345;-1
sardalye;-0,3345;-1
sardinya;-0,03606;-1
sardoniksdir;-0,25;-1
sardunya;-0,03606;-1
sarf;0,0776932;1
sarf ü nahiv;0,203187439;1
sarfedilmek;-0,046827956;-1
sarfetmek;-0,044265886;-1
sarfiyat;-0,088431333;-1
sargaç;-0,52369;-1
sargı;0,107692088;1
sargılı;-0,375;-1
sarhoş;0,073729347;1
sarhoş edici;-0,29167;-1
sarhoş etmek;0,064155106;1
sarhoş olmak;-0,007973892;-1
sarhoş revelry;0,161517439;1
sarhoşluk;-0,008127268;-1
sarı;-0,23427;-1
sarı alizarin;-0,625;-1
sarı bantlı;-0,125;-1
sarı berry;-0,125;-1
sarı bodur;-0,375;-1
sarı ceket;-0,08333;-1
sarı çam;-0,04167;-1
sarı çizgili;0,161517439;1
sarı eşekarısı;-0,25;-1
sarı göbekli;-0,5;-1
sarı gurnard;0,411517439;1
sarı humma;-0,125;-1
sarı işaretli;-0,125;-1
sarı kadın;-0,25;-1
sarı kanarya;-0,375;-1
sarı körlük;0,161517439;1
sarı safra;-0,5;-1
sarıcalık;-0,25;-1
sarıcı;-0,0724894;-1
sarıerik;0,062317439;1
sarıhumma;-0,06818;-1
sarık;-0,044094064;-1
sarıkanat;0,244507814;1
sarıklı;-0,5;-1
sarıklılar;0,294917439;1
sarılaştırma;-0,375;-1
sarılık;-0,286578969;-1
sarılıp;-0,25;-1
sarılma;-0,25;-1
sarılmak;0,144050894;1
sarılmış;-0,073604675;-1
sarım;-0,136388158;-1
sarımsak;-0,103024464;-1
sarımsakla;0,230217439;1
sarımsaklı;-0,032071458;-1
sarımsı;0,330631626;1
sarımtırak;0,330468016;1
sarın;-0,21387;-1
sarınmış;0,144540282;1
sarış;0,247437439;1
sarışın;0,142741431;1
sari;-0,010590818;-1
sâri;0,347127439;1
sarig;0,286517439;1
sarih;0,091954737;1
sark;-0,065853584;-1
sarkaç;0,250703805;1
sarkaçlı saat;0,161517439;1
sarkı;-0,123771715;-1
sarkık;-0,111473768;-1
sarkık mesane;-0,5;-1
sarkınmak;-0,067269538;-1
sarkıntı;-0,28989;-1
sarkıntı olmak;-0,069266357;-1
sarkıntılık;-0,053699375;-1
sarkıntılık etmek;-0,155443936;-1
sarkıt;-0,000851797;-1
sarkıtma;-0,145524355;-1
sarkıtmak;0,161517439;1
sarkma;-0,1875;-1
sarkmak;0,154687424;1
sarkmış;-0,055241748;-1
sarkoidoz;-0,375;-1
sarma;-0,087835472;-1
sarma kağıdı;-0,25;-1
sarmak;0,295329582;1
sarmal;-0,116564527;-1
sarmal pomatia;0,161517439;1
sarmala;0,080767439;1
sarman;-0,024173322;-1
sarmaş;0,409017439;1
sarmaş dolaş;-0,06357;-1
sarmaşık;0,202157439;1
sarmısak;-0,125830174;-1
sarnıç;0,117855533;1
sarp;-0,171608203;-1
sarpa;-0,24298;-1
sarpa sarmak;0,117371082;1
sarpın;0,083033741;1
sarplık;-0,234164284;-1
sarraf;-0,010253139;-1
sars;-0,06633;-1
sarsacak;-0,14031;-1
sarsak;-0,156462833;-1
sarsak sursak;-0,02778;-1
sarsakça;-0,02778;-1
sarsaklık;0,161517439;1
sarsala;-0,62109;-1
sarsan;-0,27083;-1
sarsıcı;-0,27083;-1
sarsık;0,181586439;1
sarsıl;-0,35887;-1
sarsıla sarsıla;-0,02778;-1
sarsılan;-0,559531314;-1
sarsılarak;-0,02778;-1
sarsılma;-0,250257899;-1
sarsılmak;-0,105477542;-1
sarsılmaz;0,252427439;1
sarsılmış;-0,466049;-1
sarsıntı;-0,117569221;-1
sarsıntılı;-0,5198848;-1
sarsıntısız;0,231102743;1
sarsıyor;-0,625;-1
sarsmak;-0,193768515;-1
sarstı;-0,125;-1
sashay;-0,02273;-1
sası;-0,163548502;-1
sasıma;-0,3378216;-1
sasımış;-0,228852246;-1
sassy;-0,05682;-1
saşkın;0,343337439;1
sat;-0,0735;-1
satan taraftarı;0,161517439;1
satanist;-0,1875;-1
satanistsin;-0,125;-1
satanofobi;-0,375;-1
sataş;-0,26826;-1
sataşkan;0,318942153;1
sataşma;0,085094238;1
sataşmak;-0,163680844;-1
saten;0,151632535;1
sathi;0,117154844;1
sathi olma;0,047877439;1
satı;0,084207439;1
satıcı;-0,054009491;-1
satıcının;-0,35191;-1
satıh;0,064340939;1
satılabilir;0,236517439;1
satılamaz;-0,5;-1
satılan;0,411517439;1
satılık;0,050207439;1
satılma şansı;0,411517439;1
satılmamış;-0,6870986;-1
satım;-0,215047823;-1
satımcı;-0,36636;-1
satımlık;-0,35191;-1
satın;0,328487439;1
satın alınır;0,661517439;1
satın alma;0,066517439;1
satın almak;0,074306239;1
satınalınabilir;0,453187439;1
satır;-0,053760749;-1
satış;0,104806466;1
satış personeli;0,286517439;1
satış primi;0,161517439;1
satış yeri;-0,034777241;-1
satış yeteneği;0,411517439;1
satışmak;-0,156198485;-1
satir;0,054990908;1
satirik;-0,125;-1
satirize etmek;-0,25;-1
satiryaz;0,161517439;1
satisfier;0,661517439;1
satlıcan;-0,5;-1
satma;0,081847852;1
satmak;-0,078721001;-1
satranç;0,167939364;1
satranç ustası;0,536517439;1
saturnalia;0,161517439;1
satürn hattı;0,161517439;1
satvet;0,10074738;1
saul;-0,04167;-1
sauna;0,06979303;1
sav;-0,026111518;-1
sava;-0,25481;-1
savacı;-0,02294225;-1
savacılık;0,217251588;1
savak;-0,125;-1
savan;-0,4085;-1
savana;-0,143558844;-1
savaş;-0,142435926;-1
savaş baltası;0,161517439;1
savaş boyası;-0,10227;-1
savaş bulut;-0,125;-1
savaş etmek;0,130657148;1
savaş kraliyet;-0,375;-1
savaş suçu;-0,25;-1
savaş yapmak;0,130657148;1
savaş yaralı;-0,375;-1
savaşa gitmek;-0,25;-1
savaşçı;-0,174490162;-1
savaşım;0,055791492;1
savaşım vermek;-0,236843842;-1
savaşın ev;0,161517439;1
savaşkan;-0,205906203;-1
savaşma;0,057559804;1
savaşmak;0,119706537;1
savca;-0,63138;-1
savcı;-0,492506682;-1
savı;-0,216738187;-1
savitar;0,161517439;1
savlayıcı;0,411288405;1
savlık;-0,63138;-1
savma;0,181117439;1
savmak;-0,099769341;-1
savor;-0,075;-1
savoring;-0,125;-1
savruk;-0,034388069;-1
savrukluk;-0,174227715;-1
savrul;-0,85279;-1
savrulmak;0,143105665;1
savsa;-0,23759;-1
savsak;-0,121229808;-1
savsakla;-0,18684;-1
savsaklama;-0,19170481;-1
savsaklamak;-0,014289708;-1
savsama;-0,191343112;-1
savsamak;-0,133927041;-1
sav-söz;-0,05825;-1
savti;-0,08333;-1
savul;0,145933237;1
savulma;-0,377929629;-1
savulmak;0,072285296;1
savun;-0,17151;-1
savunarak;0,161517439;1
savunma;-0,041458994;-1
savunmacılık;-0,625;-1
savunmak;0,037730409;1
savunman;-0,362563517;-1
savunmasız;-0,146173609;-1
savunmaya;0,161517439;1
savunucu;0,116284664;1
savunucusu;-0,04167;-1
savunulabilir;0,661517439;1
savunulamaz;-0,5003755;-1
savur;-0,7193;-1
savurdu;0,161517439;1
savurgan;0,093037191;1
savurganlığı;-0,25;-1
savurganlık;-0,033317964;-1
savurganlık etmek;0,090983091;1
savurmak;0,06615255;1
savuruş;0,094273204;1
savuşma;-0,3803812;-1
savuşmak;-0,228961657;-1
savuştur;-0,01638;-1
savuşturmak;-0,169186922;-1
say;-0,021652915;-1
saya;-0,2004;-1
sayacı klima;-0,5;-1
sayaç;-0,25368;-1
sayalım ki;0,280797439;1
saydam;0,14965408;1
saydam tabaka;-0,09885;-1
saydamlaşmak;0,161286257;1
saydamlık;0,287777439;1
saydır;-0,52914;-1
saye;0,058549189;1
sayeban;0,234256343;1
sayesinde;-0,23682177;-1
sayfa;-0,061309195;-1
sayfalama;0,544197439;1
sayfiye;-0,053032102;-1
saygı;0,249636745;1
saygı duymak;0,222472923;1
saygı duymama;0,286517439;1
saygı gösterme;-0,011368573;-1
saygı göstermek;0,394150421;1
saygı içinde;0,536517439;1
saygıdeğer;0,426153974;1
saygıdeğerlik;0,661517439;1
saygılar;0,161517439;1
saygılı;0,248444801;1
saygılı biçimde;0,161517439;1
saygılı davranma;0,067012319;1
saygılıca;0,152457439;1
saygın;0,411317793;1
saygın biçimde;0,286517439;1
saygınlaştırma;0,070687439;1
saygınlığı;0,786517439;1
saygınlık;0,388239207;1
saygısı;0,140057439;1
saygısız;-0,166105385;-1
saygısızca;0,221408343;1
saygısızlık;-0,124259706;-1
saygıyla;0,356727258;1
sayha;-0,067473379;-1
sayı;-0,101525597;-1
sayı farkı;0,162197439;1
sayıca;0,063622342;1
sayıkla;-0,1097;-1
sayıklamak;0,247319336;1
sayıklayan;-0,25;-1
sayıl;0,161517439;1
sayıla;0,049107439;1
sayılan;-0,044439243;-1
sayılı;0,06573993;1
sayılması;-0,375;-1
sayılmayan;-0,353563883;-1
sayılmazlık;-0,125;-1
sayım;0,188697439;1
sayımlamalı;0,411517439;1
sayımlar;0,286517439;1
sayın;0,173961429;1
sayısal;0,342480624;1
sayısallaştırma;0,119847439;1
sayısız;-0,028039401;-1
sayısızlık;-0,125;-1
sayla;-0,17889;-1
saylav;0,207463787;1
sayma;0,203007306;1
saymaca;0,039363016;1
saymak;0,065754227;1
saymamak;0,174168963;1
saymamazlık;-0,625;-1
sayman;-0,056780072;-1
saymanının çek;-0,25;-1
saymazlık;-0,625;-1
sayrı;-0,341750938;-1
sayrılar evi;0,128058998;1
sayrılık;-0,173046449;-1
saz;0,134870186;1
saz takımı;0,037540407;1
sazak;-0,128522424;-1
sazan;-0,12131;-1
sazan gibi;0,286517439;1
sazcı;0,286167052;1
sazende;0,286157457;1
sazkaya;-1;-1
sazlık;-0,079030353;-1
sb;-0,20349;-1
schick testi;-0,25;-1
schlemm kanal;0,286517439;1
schnapps;0,286517439;1
sciara;-0,625;-1
scientology;0,411517439;1
sciurus;-0,125;-1
scpo;0,286517439;1
scrapheap;-0,16667;-1
scrofulos;-0,56818;-1
scrubland;-0,125;-1
scry;0,536517439;1
scut iş;-1;-1
scyphozoan;0,161517439;1
seans;0,057757439;1
sebase;-0,25;-1
sebat;-0,042986631;-1
sebat etmek;-0,057020403;-1
sebatkar;0,168685044;1
sebatkâr;0,103483667;1
sebatkarlık;-0,216765447;-1
sebatla;0,536517439;1
sebatlı;0,079811434;1
sebatlılık;0,24212951;1
sebatsız;-0,159957066;-1
sebebiyet;-0,6665;-1
sebebiyle;-0,008210292;-1
sebep;-0,086692998;-1
sebeplen;-0,38776;-1
sebeplenmek;-0,073411545;-1
sebepli;-0,0568496;-1
sebepsiz;0,080995296;1
sebepsizlik;-0,25;-1
sebil;-0,026562019;-1
sebil etmek;-0,10992236;-1
sebilhane;-0,02471135;-1
seboreik egzama;-0,125;-1
sebuh;0,606197439;1
sebze;0,091780276;1
sebzeli yahni;-0,375;-1
sebzevat;0,090653065;1
seccade;0,166115068;1
secde;-0,03409;-1
secde etmek;0,161517439;1
seci;0,224937439;1
seciye;0,169847368;1
seciyeli;0,238775609;1
seciyesiz;-0,175401485;-1
seç;0,086777439;1
seçecek;-0,02083;-1
seçenek;-0,14221332;-1
seçerek;0,093567439;1
seçi;-0,04594;-1
seçici;0,266861439;1
seçici kurul;0,372890044;1
seçiciler kurulu;0,38744302;1
seçicilik;0,161517439;1
seçik;0,045514501;1
seçil;0,237357439;1
seçilebilen;0,037119057;1
seçilemez;-0,16667;-1
seçilen;0,161517439;1
seçilmemek;-0,278940796;-1
seçilmemiş;-0,25;-1
seçilmiş resmi;0,161517439;1
seçim;0,270182177;1
seçim yapmak;0,175096547;1
seçim yöntemi;0,411517439;1
seçimiyle;0,411517439;1
seçimle olmayan;-0,5;-1
seçimlik;0,171296337;1
seçin;0,453187439;1
seçke;-0,02636;-1
seçki;0,439219195;1
seçkin;0,241825175;1
seçkin aristokrasi;0,447281147;1
seçkinleşme;-1;-1
seçkinleşmek;0,413619351;1
seçkinlik;0,257712009;1
seçme;0,285384296;1
seçmece;0,093567439;1
seçmeci;0,411517439;1
seçmek;0,240927906;1
seçmelere;0,161517439;1
seçmeli;0,086362194;1
seçmen;0,155067439;1
seda;-0,041664844;-1
sedalı;0,411517439;1
sedanter;0,161517439;1
sedasızı;-0,125;-1
sedasyon;0,119847439;1
sedatif;-0,25;-1
sedef;-0,375;-1
sedef kakma;0,358588407;1
sedefkar;0,162037439;1
sedir;-0,119352121;-1
sedir elma pas;-0,625;-1
sedum;-0,125;-1
sedye;-0,111821502;-1
sefa;0,04663591;1
sefa görmüş;0,309826779;1
sefa verici;0,309826779;1
sefa yolu;0,536517439;1
sefahat;0,089446355;1
sefalet;-0,050635308;-1
sefaletini;-0,5;-1
sefaloglisin;-0,375;-1
sefaret;0,101237439;1
sefarethane;0,101237439;1
sefer;0,071247223;1
seferber;0,13303317;1
seferber olmak;0,124068783;1
seferberlik;0,107531998;1
seferi;0,056762953;1
seferini;0,411517439;1
sefih;-0,112504181;-1
sefihane;-0,251352831;-1
sefil;-0,168720703;-1
sefiller;0,156670067;1
sefillik;0,0463107;1
sefir;0,063423236;1
sefire;-0,16976;-1
sefirikebir;0,328187439;1
sefirlik;0,101237439;1
sefoperazon;-0,25;-1
sefotaksim;-0,125;-1
seftazidim;-0,25;-1
seftriakson;-0,125;-1
segman;0,455507439;1
segregator;0,286517439;1
seğir;-0,54257;-1
seğirdim;0,078343074;1
seğirme;-0,19404;-1
seğirmek;-0,08333;-1
seğirmesi;-0,25;-1
seğreme;-0,19404;-1
seğremek;-0,08333;-1
seğrime;-0,19404;-1
seher;0,18178094;1
sehpa;-0,103873861;-1
sehpa kitap;0,536517439;1
sehretmek;0,132331362;1
sehven;-0,50367;-1
sek;-0,24318;-1
sekant;0,203187439;1
sekban;-0,37474;-1
sekel;-0,75;-1
seki;0,06965713;1
sekilik;0,126517439;1
sekiz;-0,18571;-1
sekiz gün;-0,125;-1
sekizgen;-0,12891;-1
sekizinci bölüm;-0,125;-1
sekizli;0,054767439;1
sekizlik;0,054767439;1
sekme;-0,018791531;-1
sekmen;0,067799061;1
sekonder;-0,440530134;-1
sekoya;0,898867439;1
sekretarya;0,335047439;1
sekreter;-0,093778635;-1
sekreterlik;-0,255137807;-1
seks;0,165971636;1
seks düşkünlüğü;0,161517439;1
seks düşkünü;0,474017439;1
seks karakteri;0,161517439;1
seksapel;0,289845422;1
seksen;0,219197439;1
seksenlik;0,349017439;1
seksi bir;0,286517439;1
seksilik;0,474017439;1
